Date,BBCA,TLKM,ASII,UNVR,ANTM
11/12/2024,10150,2600,4970,1825,1565
11/13/2024,10150,2580,5025,1800,1500
11/14/2024,10100,2530,4950,1770,1480
11/15/2024,10175,2540,4940,1845,1400
11/18/2024,10000,2590,4930,1820,1395
11/19/2024,9925,2780,4970,1805,1475
11/20/2024,10075,2680,5000,1805,1470
11/21/2024,9850,2770,4890,1740,1490
11/22/2024,9850,2750,4910,1795,1450
11/25/2024,10175,2740,5175,1915,1485
11/26/2024,10000,2710,5150,1870,1450
11/28/2024,10000,2720,5125,1885,1420
11/29/2024,10000,2710,5100,1865,1430
12/2/2024,9750,2680,4940,1875,1410
12/3/2024,10200,2820,5125,1875,1450
12/4/2024,10200,2840,5225,1910,1465
12/5/2024,10250,2770,5200,1875,1490
12/6/2024,10075,2760,5150,1870,1485
12/9/2024,10350,2740,5225,1895,1490
12/10/2024,10350,2770,5225,2000,1625
12/11/2024,10425,2860,5250,1945,1600
12/12/2024,10175,2820,5100,1905,1615
12/13/2024,10050,2790,5125,1870,1585
12/16/2024,10100,2660,5125,1825,1560
12/17/2024,9900,2620,4980,1760,1510
12/18/2024,9800,2570,5000,1805,1515
12/19/2024,9675,2530,4880,1770,1470
12/20/2024,9650,2550,4870,1750,1420
12/23/2024,9775,2650,4950,1785,1455
12/24/2024,9750,2740,4880,1780,1435
12/27/2024,9800,2750,4930,1840,1525
12/30/2024,9675,2710,4900,1885,1525
1/2/2025,9900,2700,4950,1835,1545
1/3/2025,9850,2750,4950,1775,1520
1/6/2025,9675,2690,4860,1745,1465
1/7/2025,9525,2570,4920,1780,1435
1/8/2025,9675,2650,4810,1725,1430
1/9/2025,9850,2620,4930,1690,1420
1/10/2025,9725,2680,4900,1705,1465
1/13/2025,9675,2670,4750,1720,1480
1/14/2025,9525,2620,4750,1745,1520
1/15/2025,9800,2630,4940,1735,1530
1/16/2025,9750,2590,4880,1785,1520
1/17/2025,9900,2660,4940,1790,1520
1/20/2025,9625,2610,4910,1750,1510
1/21/2025,9575,2630,4910,1730,1510
1/22/2025,9600,2730,4960,1695,1520
1/23/2025,9600,2710,4900,1740,1490
1/24/2025,9350,2690,4870,1690,1490
1/30/2025,9150,2640,4780,1650,1395
1/31/2025,9450,2660,4800,1630,1390
2/3/2025,9350,2630,4760,1580,1380
2/4/2025,9175,2640,4800,1565,1400
2/5/2025,9125,2620,4740,1565,1450
2/6/2025,8950,2560,4550,1510,1400
2/7/2025,9350,2590,4650,1425,1430
2/10/2025,9150,2440,4570,1505,1385
2/11/2025,9075,2320,4610,1425,1400
2/12/2025,9150,2480,4640,1375,1395
2/13/2025,9000,2420,4660,1415,1470
2/14/2025,8975,2530,4680,1465,1530
2/17/2025,9325,2650,4740,1440,1555
2/18/2025,9300,2680,4800,1450,1550
2/19/2025,8950,2670,4700,1375,1575
2/20/2025,9000,2670,4720,1350,1685
2/21/2025,9000,2650,4750,1290,1620
2/24/2025,8925,2600,4700,1265,1640
2/25/2025,8825,2460,4560,1150,1635
2/26/2025,8775,2520,4580,1200,1630
2/27/2025,8525,2490,4590,1200,1625
2/28/2025,8425,2350,4530,1015,1585
3/3/2025,8800,2400,4680,1125,1585
3/4/2025,8850,2380,4690,1090,1540
3/5/2025,9000,2450,4900,1120,1620
3/6/2025,8975,2400,4900,1140,1625
3/7/2025,8925,2410,4930,1200,1630
3/10/2025,8925,2390,4770,1180,1490
3/11/2025,8925,2370,4800,1190,1520
3/12/2025,9125,2450,4810,1150,1545
3/13/2025,8975,2430,4730,1260,1535
3/14/2025,8750,2420,4620,1300,1590
3/17/2025,8600,2420,4620,1365,1655
3/18/2025,8300,2420,4650,1360,1635
3/19/2025,8325,2430,4690,1360,1660
3/20/2025,8375,2390,4710,1305,1645
3/21/2025,7900,2310,4840,1295,1585
3/24/2025,7950,2330,4690,1250,1590
3/25/2025,8050,2340,4650,1245,1600
3/26/2025,8525,2440,4800,1240,1650
3/27/2025,8500,2410,4920,1265,1635
4/8/2025,7775,2290,4480,1180,1400
4/9/2025,7925,2320,4620,1155,1475
4/10/2025,8225,2350,4710,1285,1630
4/11/2025,8275,2330,4710,1310,1690
4/14/2025,8400,2430,4930,1360,1830
4/15/2025,8575,2450,4870,1330,1860
4/16/2025,8475,2480,4780,1320,1925
4/17/2025,8500,2550,4750,1320,1945
4/21/2025,8300,2570,4790,1345,2090
4/22/2025,8500,2550,4740,1385,2190
4/23/2025,8725,2630,4820,1425,2070
4/24/2025,8475,2630,4770,1495,2150
4/25/2025,8600,2600,4860,1750,2140
4/28/2025,8775,2560,4890,1665,2130
4/29/2025,8725,2590,4800,1680,2180
4/30/2025,8825,2640,4800,1715,2170
5/2/2025,8975,2680,4790,1755,2290
5/5/2025,8975,2700,4780,1775,2320
5/6/2025,9025,2680,4750,1835,2540
5/7/2025,9075,2620,4830,1810,2750
5/8/2025,8975,2570,4780,1780,2610
5/9/2025,9000,2600,4780,1780,2680
5/14/2025,9275,2590,4810,1785,2550
5/15/2025,9275,2660,4820,1790,2550
5/16/2025,9300,2740,4880,1765,2640
5/19/2025,9500,2820,4940,1765,2720
5/20/2025,9475,2740,4860,1710,2730
5/21/2025,9700,2750,4670,1760,2910
5/22/2025,9650,2800,4630,1815,2960
5/23/2025,9675,2690,4740,1785,3130
5/26/2025,9625,2800,4730,1765,3110
5/27/2025,9450,2830,4700,1740,3030
5/28/2025,9400,2820,4850,1730,3110
6/2/2025,9100,2780,4780,1730,3320
6/3/2025,9050,2800,4700,1690,3360
6/4/2025,8975,2820,4610,1645,3550
6/5/2025,8925,2840,4610,1625,3450
6/10/2025,9100,2910,4600,1620,3260
6/11/2025,9050,2800,4610,1615,3280
6/12/2025,9125,2780,4560,1625,3170
6/13/2025,9025,2740,4570,1560,3300
6/16/2025,8925,2740,4610,1500,3280
6/17/2025,9075,2760,4600,1480,3470
6/18/2025,8900,2770,4590,1470,3550
6/19/2025,8775,2690,4530,1450,3330
6/20/2025,8700,2640,4490,1380,3200
6/23/2025,8625,2580,4430,1365,3190
6/24/2025,8775,2590,4470,1445,3090
6/25/2025,8600,2620,4470,1455,2930
6/26/2025,8650,2710,4450,1460,2940
6/30/2025,8675,2780,4500,1450,3040
